sample_id,reference_en,greedy_output,beam_output,delta_chrf
841,that was -- the creativity had to find its outlet somehow.,"and the thing that was that was that i had to do, and it was a dream.",and the thing i had to do is that i had to do.,-9.065035721197852
842,and an interesting thing happened: the jacques cousteau shows actually got me very excited about the fact that there was an alien world right here on earth.,"and then the idea of the earth was very interesting idea of the earth, and then the idea of the earth was very interesting idea of the earth.","and then the idea of the earth was very interesting idea here, and then the idea of the idea of the idea of the earth was very exciting idea of the earth.",2.8241277935415745
843,i might not really go to an alien world on a spaceship someday -- that seemed pretty darn unlikely.,it's not a real world that i'm not going to go to the drum on the drum on the coast of the coast of the universe.,i'm not going to go back to the coast of space. it seems to the universe.,-3.653066192447472
844,"but that was a world i could really go to, right here on earth, that was as rich and exotic as anything that i had imagined from reading these books.","but there's a very dear world that i could be a world, and it's a very close to the world that i could be very close to the world.","but there's a world that i could be a world, and it's a very small world that i could be a world.",-1.6940058376534388
845,"so, i decided i was going to become a scuba diver at the age of 15.",so i decided to go back to 15 years when i was.,so i decided to be 15 years old.,-4.162351325347448
846,"and the only problem with that was that i lived in a little village in canada, 600 miles from the nearest ocean.","i was a small village in canada, and i was a small village in canada, and i was a small village.","the only problem in canada, i was a small village in canada, i was a small village in canada.",11.978796326782962
847,but i didn't let that daunt me.,but this is a solution for me.,but that's why i didn't have a solution for me.,20.911116520414154
848,"i pestered my father until he finally found a scuba class in buffalo, new york, right across the border from where we live.","my father came to the new york city i was in new york city, and i was in new york city i was in new york city.","my father's in new york city, and i got a new york city on the new york city of the new york city.",0.16921303871811588
849,"and i actually got certified in a pool at a ymca in the dead of winter in buffalo, new york.","and i got a lot of the end of the streets in new york city in new york city, and i got in new york.","and i got the end of the streets in new york in new york city, and i got in new york city.",-2.4337709628623045
850,"and i didn't see the ocean, a real ocean, for another two years, until we moved to california.","but i didn't see the ocean, where we looked at the ocean.","but i didn't look at the ocean, where we looked at the ocean.",-7.180964788171547
851,"since then, in the intervening 40 years, i've spent about 3,000 hours underwater, and 500 hours of that was in submersibles.","and in 2009 years, i spent a year in the hour of it in the hour of it.","and it's about 40 hour, and it's about six hours of it's about 40 hour, and it's time.",-0.9106659382117606
852,"and i've learned that that deep-ocean environment, and even the shallow oceans, are so rich with amazing life that really is beyond our imagination.","and even though, it's a great thing that we've also really great deal with this environment.","it's very great, and even though it's very great, it's very great to be great, and even though it's very great.",-9.9083052759628
853,nature's imagination is so boundless compared to our own meager human imagination.,"""i'm not because i'm not because i'm not because i'm not because i'm not because i'm not because i'm not because i'm not because i'm not because i'm not because i'm not because i'm not because i'm not because i'm not because i'm not because i'm not","""i'm not because i'm not because i don't have a human nature because i'm not because i'm a human nature.",10.531880881161477
854,"i still, to this day, stand in absolute awe of what i see when i make these dives.",and what i saw was going to go to the day when i was going to the lung.,"and what i saw when i was going to go back to the day, i saw the lung.",1.7026904579299504
855,"and my love affair with the ocean is ongoing, and just as strong as it ever was.","and what's the equivalent of the food is the food waste, and what's called ""the oceans.""","and what's called ""the bionet"" is the equivalent of the powder.",-10.135286470705003
856,"but when i chose a career as an adult, it was filmmaking.","but when i decided to make my job, i decided to make my job.","but when i decided to share my job, i decided to share my job.",1.6123038678682988
857,and that seemed to be the best way to reconcile this urge i had to tell stories with my urges to create images.,i was going to be able to make my own way to make my own hands with my own hands with my own hands.,"this is the best way to me with my job, and i've got to make my job with my job.",5.336793550152844
858,"and i was, as a kid, constantly drawing comic books, and so on.",i was always happy stories in the japanese film.,"when i was a young girls, i was always happy girls.",-0.7427546977075288
859,"so, filmmaking was the way to put pictures and stories together, and that made sense.","so the real way to me, the way to create a very real way to collaborate this way to me.","so this is the way to me, and the way to create a very real way to collaborate story.",6.1879337541945745
860,"and of course the stories that i chose to tell were science fiction stories: ""terminator,"" ""aliens"" and ""the abyss.""",and i was a french intellectually amazed storyteller dancing stories like to the stories of storytelling.,and my dad was the stories that my father was the stories that my father was the stories of storytelling.,0.681581985033656
861,"and with ""the abyss,"" i was putting together my love of underwater and diving with filmmaking.","and in my father, i was going to talk with my father, and the movies.""","and in my father, i was going to talk with my father.",-3.552161379150899
862,"so, you know, merging the two passions.","so you see, so, you see the two things.","and so, you see that's like, and so, it's like, so forth.",-9.772147164488029
863,"something interesting came out of ""the abyss,"" which was that to solve a specific narrative problem on that film, which was to create this kind of liquid water creature, we actually embraced computer generated animation, cg.","and it was a real problem that was a problem of my own personal journey, and it was a problem, and it was a problem that was a problem of my own reflection, ""weightening to create a problem.""","and it's called ""i'm going to be a problem,"" where we've got to build a problem.""",-11.309193420639797
864,"and this resulted in the first soft-surface character, cg animation that was ever in a movie.",and then the first thing about the computer science of the computer science and the computer science of the computer science in the computer science.,and then the first thing about this is called the computer science in the computer science of the computer science.,2.026921367057156
865,"and even though the film didn't make any money -- barely broke even, i should say -- i witnessed something amazing, which is that the audience, the global audience, was mesmerized by this apparent magic.","and it's a short story about this world where i'm not going to say that i'm going to be a little bit about this world, and i'm not going to be a little bit about it.","and it can't say that i'm going to say that i'm going to do something that i'm going to do something that i'm going to say, and i'm going to say that i'm going to say that i'm going to do something that i'm going to say that i'm going to do something about it.",1.3903939246827939
866,"you know, it's arthur clarke's law that any sufficiently advanced technology is indistinguishable from magic.","you know, it's a very difficult to be difficult to be difficult to be a technology.","you know, it's really hard to say, ""that's really hard to the law.""",-7.193724281065062
867,they were seeing something magical.,they were born something that they were born.,they were looking at something.,5.58393373445864
868,and so that got me very excited.,and that's what i'm very excited.,and that's what i did.,-36.312476956169256
869,"and i thought, ""wow, this is something that needs to be embraced into the cinematic art.""","and i said, ""i gotta be a little bit of myself, i've got to myself, i've got to myself.","and i said, ""i've got to myself, i've got to myself, i've got to myself, i've got to myself.",-1.7817666494833606
870,"so, with ""terminator 2,"" which was my next film, we took that much farther.","so i took a couple of years later, and i took a little bit later, and i took a little bit later, ""i've been looking at the end of things.","so i took a couple of years later, and i took a couple of things that was going to go back to the new york times.",3.506768329326068
871,"working with ilm, we created the liquid metal dude in that film. the success hung in the balance on whether that effect would work.","so we were able to know that, we were able to know that, and we were able to figure out of the effect on the most important thing.","so what we've been able to know, we've been able to figure out of that, and we've been able to figure out of that.",-6.911877341271987
872,"and it did, and we created magic again, and we had the same result with an audience -- although we did make a little more money on that one.","but we've got a lot more than we've got to the same thing, and we've got to the same thing, and we've got to the same thing.","but we've got the same thing, and we've got the same thing, and we've got the same thing, and we've got the same thing, and we've got a lot harder than we've got the same thing.",0.3036317922569687
873,"so, drawing a line through those two dots of experience came to, ""this is going to be a whole new world,"" this was a whole new world of creativity for film artists.","and so i saw the films of films, and so i saw a new world, and so i saw a new world, ""theist, there's a new world.","and so i saw a new world, there's a new world of films, and so i saw a new world.",-3.8465315137014606
874,"so, i started a company with stan winston, my good friend stan winston, who is the premier make-up and creature designer at that time, and it was called digital domain.","so the company called ""theon valley, i've got to call the company called ""theon"" in the company called ""theon.""","so the company called ""i've got a company called the company called the company called the company called the company called the company called ""theon of the company.""",1.178475893338966
875,"and the concept of the company was that we would leapfrog past the analog processes of optical printers and so on, and we would go right to digital production.","and so we were able to get the company, and so forth, and so forth, and so we were able to the company.","and so we were able to get the company, and so forth, and so forth, and so we were able to the company.",0.0
876,and we actually did that and it gave us a competitive advantage for a while.,and we've done this time and we've done this time to go back.,"and we've done this one of us, and we've done this one of us.",-2.4903046273704827
877,but we found ourselves lagging in the mid '90s in the creature and character design stuff that we had actually founded the company to do.,"but we're not in the early 2000s life, and we're in the early 2000s life.","but we're in the early '90s, and we're in the early 1990s life.",0.09203666164905933
878,"and the envelope pushed back, and i was told by the folks at my company that we weren't going to be able to do this for a while.","but then i was working on the company, and i asked people who do this time, and they were doing this time to do this time.","but the company that i've been doing this work in the company, and they're doing this time, and they're doing this time.",-4.508650440086235
879,"so, i shelved it, and i made this other movie about a big ship that sinks.","so i took a big ship, and i did this.","so i took a big ship, and i did that.",-0.3217531210093121
880,"you know, i went and pitched it to the studio as ""'romeo and juliet' on a ship: ""it's going to be this epic romance, passionate film.""","i've been a story to be a story, and i've seen this story, ""the vagina monolograph.""","it's a story that's a story that's a story that's a story that's a story that's a story that's a story that's a story that's a story that's a story that's a story that's a story that's a story called ""i's a story.""",-5.780459294426208
881,"secretly, what i wanted to do was i wanted to dive to the real wreck of ""titanic.""","but i want to show you a little bit, because i want to show you to do this.","but i want to show you, ""i want to do that i want to show you to do this.""",2.6249515898076226
882,and that's why i made the movie.,i want to make this.,i want to do this.,-3.417271305697959
883,"and that's the truth. now, the studio didn't know that.",but this was not the studio of this.,but that was not the studio of this.,2.8257190427970187
884,"but i convinced them. i said, ""we're going to dive to the wreck. we're going to film it for real.","but i said, ""i'm going to go to go to the real gun.""","but i said, ""i'm going to go back to a real feeling, because we want them.",3.2409549952263035
885,we'll be using it in the opening of the film.,and we're going to use it in a pool.,and we're going to use it.,-3.9261631581446945
886,"it will be really important. it will be a great marketing hook.""",and this is a very important thing.,and that's a very important thing.,0.35311348148013977
887,and i talked them into funding an expedition.,and i've been asking them to the beginning of the beginning of the last time.,and i've got a journey to call them a journey.,-2.541077251776912
888,sounds crazy. but this goes back to that theme about your imagination creating a reality.,but this is a real real real real difference that we're going to be the real difference.,but that's a real real difference that we're going to bring us to the real difference.,0.22284867374131068
889,"because we actually created a reality where six months later, i find myself in a russian submersible two and a half miles down in the north atlantic, looking at the real titanic through a view port.","so i found myself in fact, i found myself after a half a half of my head of my head of my country, and i found myself on the north pole.","so, i found myself in fact, i found myself after a half a half a half a half a half of the north pole.",-2.6624331340683547
890,"not a movie, not hd -- for real.",it's not a picture of a high image in a high image.,it's not a very high picture of a very high picture.,-0.2000163183494994
891,"now, that blew my mind.",and i've been very proud.,and he's very proud of that.,4.425912669035986
892,"and it took a lot of preparation, we had to build cameras and lights and all kinds of things.","and it was a lot of thousands of thousands of thousands of thousands of thousands of thousands of thousands of thousands of thousands of thousands, and all, and all, we have.","and it was a lot of thousands of thousands of thousands of thousands, and all, we had to do that.",7.68034686496064
893,"but, it struck me how much this dive, these deep dives, was like a space mission.","but i'm a very nervous system, as i'm going to look like, as i'm going to be able to look like, as a sense of the task.","but i'd like to think about how it's possible, as i'm going to look like, as i'm going to look like to be able to look at the task.",-0.22330140748228544
894,"you know, where it was highly technical, and it required enormous planning.","you know, there's a huge gap.","you know, there's a huge gap.",0.0
895,"you get in this capsule, you go down to this dark hostile environment where there is no hope of rescue if you can't get back by yourself.","you don't have to be able to save the dark, and you're not going to save the dark, and the dark, ""there's shoes, where you're not going to go to go to the dark.","you don't want to go back to the dark, where you're not going to go back to the dark, where you're not going to the dark.",-0.898727919412508
896,"and i thought like, ""wow. i'm like, living in a science fiction movie.","and i said, ""i'm not going to be grateful.""","and i said, ""i'm going to say i'm not going to be grateful.""",1.1567855208159283
897,"this is really cool.""","""that's a great thing.",that's a great thing.,-0.7630442203159067
898,"and so, i really got bitten by the bug of deep-ocean exploration.",and i was shocked to see a journey of the ocean in the ocean.,"and i've been in the ocean, and i've got a journey on the ocean.",1.701777163875132
899,"of course, the curiosity, the science component of it -- it was everything. it was adventure, it was curiosity, it was imagination.","and the teacher was -- and the sonicry, all the patents, and the patents, all of the patents, and the patents.","and it was all of the great, and the patience, and all of the patents, and the patents, and the luxury of all of this, and the patience and the patience.",3.506023551617467
900,and it was an experience that hollywood couldn't give me.,"""i've been a experience.""","and she was saying, ""i've got to me.""",-9.120796034181105
901,"because, you know, i could imagine a creature and we could create a visual effect for it. but i couldn't imagine what i was seeing out that window.","you know, i've seen it's a lot of my owner, but i've seen what i've seen as i've seen as i've seen as i've seen as i've seen as i've seen as i've seen as i've seen as i've seen as i've seen as i've seen as i'","and we can imagine what i'm going to be able to imagine, but i can imagine what i'm going to be able to be able to do.",10.661301750471885
902,"as we did some of our subsequent expeditions, i was seeing creatures at hydrothermal vents and sometimes things that i had never seen before, sometimes things that no one had seen before, that actually were not described by science at the time that we saw them and imaged them.","and we did not see the animals that i see the animals that we were able to see the ocean, and it was a complete haircuttaught, and it was a complete chaos that we were able to see the ocean, and it was not seen by the ocean, and it was a complete chaos that we saw the ocean.","and it's not just like this, and it's called the animals that we've never seen before, and it's been able to see that we's been able to see it's called ""the origin of the ocean.",-2.830210805714014
903,"so, i was completely smitten by this, and had to do more.","so i was always happy, and i was always happy.","so i'd like to do this, and i'd like this.",8.85150244095948
904,"and so, i actually made a kind of curious decision.",so i took a decision making a decision.,so i took the decision making sure.,-4.8188646865365286
905,"after the success of ""titanic,"" i said, ""ok, i'm going to park my day job as a hollywood movie maker, and i'm going to go be a full-time explorer for a while.""","well, i said, ""well, i can't get a little bit of the great deal with a little bit of the time i said, ""well, i can've got a little bit of the time i've got a little bit of the time i've got a little bit of the time i've got a little bit of the time i've got to get","well, i said, ""well, i'm going to get a little bit of my job, i'm going to get a little bit of a little bit of my job in the audience.",10.689315847965489
906,"and so, we started planning these expeditions.",so we started to explore this environment.,and so we started thinking about this environment.,3.243332530270461
907,"and we wound up going to the bismark, and exploring it with robotic vehicles.","we took to the entire washing machine, and we're looking at the bottom of the entire washing machine.",and we took to go back to the entire washing machine.,-3.5097883543960826
908,we went back to the titanic wreck.,"and then we went to the ""the dumper of the rooted.",and then we're going to go back to the devil.,8.095272629662585
909,we took little bots that we had created that spooled a fiber optic.,we were able to put a small molecule in a small plate.,we've been able to take a little bit like a little bit of our lab.,4.620014736517902
910,"and the idea was to go in and do an interior survey of that ship, which had never been done.",and it was one of the idea that the idea that the idea that the idea that the idea that the idea was the idea of the idea of the idea of the idea of the idea that the idea of the idea of the idea of the idea of the idea of the idea of the idea of the idea of the idea of the idea of the idea of the idea of the idea of the idea of,the idea of the idea that the idea that the idea that the idea that the idea that the idea that the idea that the idea that the idea that the idea that the idea that the idea that the idea that the idea that the idea that the idea was the idea was the idea that they had never had never had never had never been used to stay awake.,8.149409236443205
911,"nobody had ever looked inside the wreck. they didn't have the means to do it, so we created technology to do it.",so none of this is a technology that we didn't have to do it.,"so we didn't see that there's no one of our technology, so there's no one of our technology.",-5.7271469947975575
912,"so, you know, here i am now, on the deck of titanic, sitting in a submersible, and looking out at planks that look much like this, where i knew that the band had played.","imagine that i'm standing inside the surface of the surface of the surface of the surface of the surface of the surface of the glacier, where you can imagine that i'm standing inside of the surface of the surface of the surface of the surface of the surface of the surface of the surface of the surface of the surface of the surface of the surface of the surface of the surface of the","and if you can imagine, you can imagine that i'm standing inside the surface of the surface of the surface of the surface of the surface of the surface that i'm standing inside of the surface of the surface of the surface of the surface of the surface of the surface of the surface of the glacier.",1.179668256983934
913,and i'm flying a little robotic vehicle through the corridor of the ship.,and i'm going to go through this little bitcohara.,and i'm going to go through this little cuba.,-0.9065709715359205
914,"when i say, ""i'm operating it,"" but my mind is in the vehicle.",but i'm in the balloon that i'm in the liver transplant.,but then i've got a little bit of that i'm living inside my body.,1.8304052863868208
915,i felt like i was physically present inside the shipwreck of titanic.,and i feel like the physics that i feel like the newspapers that i feel like the newspapers.,and i feel like the physics that i feel like newspapers that i feel like newspapers.,0.4940074639042962
916,"and it was the most surreal kind of deja vu experience i've ever had, because i would know before i turned a corner what was going to be there before the lights of the vehicle actually revealed it, because i had walked the set for months when we were making the movie.","i'd like to see that, because i'd been a little bit of the head of the brain, i'm going to see what i'm going to call it before, because i'd been a little bit of the new era of the brain.","i'd like to see that, because i'm going to be able to see what i'm going to see if i've never seen before, i've never seen before, because i've never seen before.",0.26397864289673834
917,and the set was based as an exact replica on the blueprints of the ship.,"and it was a very expensive, very expensive, very expensive.","and it was completely different, and it was completely transformative.",4.116471333632495
918,"so, it was this absolutely remarkable experience.",and it was a great experiment.,and it was a great experiment.,0.0
919,"and it really made me realize that the telepresence experience -- that you actually can have these robotic avatars, then your consciousness is injected into the vehicle, into this other form of existence.","and it's actually a real experience of this technology that if you could actually be able to make a realization, it's actually be able to make a realization of the realization.","and i realized that this is actually a real experience of the realization, as if you can actually be able to create a real sense of this particular problem.",2.4567350253328044
920,"it was really, really quite profound.",and it was really a real experience.,and it's really a real experience.,-11.486352935106044
921,"and it may be a little bit of a glimpse as to what might be happening some decades out as we start to have cyborg bodies for exploration or for other means in many sort of post-human futures that i can imagine, as a science fiction fan.","and we started looking at the beginning of the beginning of the beginning of the scientific discovery, and we started looking for a lot of the scientific discovery, where we started looking for a lot of the scientific discovery, where we started to be able to be able to be able to be able to be able to be able to live in a future of the future of the future of the future of the future","and we started looking at the beginning of this point where we started looking at the beginning of the beginning of the beginning of the beginning of the scientific discovery, and we started looking at the beginning of the beginning of the beginning of the beginning of the beginning of the future.",-2.4639090084816075
922,"so, having done these expeditions, and really beginning to appreciate what was down there, such as at the deep ocean vents where we had these amazing, amazing animals -- they're basically aliens right here on earth.","so we've started looking at this point where we've started here, and we've started looking at the oceanographic, and we've seen these animals like this incredible space in the oceanographic areas like this habitat in the ocean, and we've seen the ocean.","so what's happening in the ocean, there's a very beautiful space that's a very large animals that's the ocean, and we're seeing what's going on earth where we's happening in the ocean.",-0.28685241013165097
923,they live in an environment of chemosynthesis.,"in the balloon, we are living.",we live in the wetlands.,4.982043157818614
924,they don't survive on sunlight-based system the way we do.,"and we can be able to interact with the sun, and we can get the solar system.",and we can be able to interact with the solar system that we can interact with the solar system.,0.6276805761813335
925,"and so, you're seeing animals that are living next to a 500-degree-centigrade water plumes.","you see that, you see the heat, you're going to see the temperature of the temperature.",you're going to see the temperature of the ice shelves of the ice shelves.,-0.370359737862465
926,you think they can't possibly exist.,and he's unbelievable.,and it's something that's unbelievable.,8.217916512942391
927,"at the same time i was getting very interested in space science as well -- again, it's the science fiction influence, as a kid.","and i started looking at the same time, and i was starting to go back to the same time.","and i started looking at the same time, and i started looking at the same time.",-1.6741484523436796
928,and this was fascinating.,and it was amazing.,and it was amazing.,0.0
929,but what i wound up doing was bringing space scientists with us into the deep.,"but what i was really interested in space, i was really interested in space.",but what i was really needed to go back to space.,-2.3958747479292093
930,"and taking them down so that they had access -- astrobiologists, planetary scientists, people who were interested in these extreme environments -- taking them down to the vents, and letting them see, and take samples and test instruments, and so on.","and they can take these types of satellites and look at these labs, and they can take these different types of different types of different types of different types of different types of different types of different types of different types of different types of different types of different labs.","and they're going to take these labs, and they can take these different types of different types of different types of people, and they can take these different types of different types of variations, and they can create a different types of different types of different types of different ways.",3.6859436199950224
931,"so, here we were making documentary films, but actually doing science, and actually doing space science.","we were doing the realizing our space, but we were doing the space.","but we were in our space, we were doing things in space, right?",-3.92880332556744
932,"i'd completely closed the loop between being the science fiction fan, you know, as a kid, and doing this stuff for real.","and i was a little bit of the scientific thing that i was a little bit like this, and i was a little bit like this.","and i was a little bit like this, you know, as you know, i've got to do something that've done.",4.053457200501651
933,"and you know, along the way in this journey of discovery, i learned a lot.","and as you know, i learned a lot of this journey.","and as you know, i learned a lot of this journey.",0.0
934,i learned a lot about science. but i also learned a lot about leadership.,"i learned about science, and i learned about science.","i learned a lot about science, and i learned about science.",9.664435029509114
935,"now you think director has got to be a leader, leader of, captain of the ship, and all that sort of thing.","now, you must be careful, you must have to be a leader.","now, if you're supposed to be honest, you're supposed to be careful.",-6.383193033968411
936,i didn't really learn about leadership until i did these expeditions.,but i didn't really know that i've been working on this way.,"but i didn't really know, i didn't really matter how much of this.",2.124971793312053
937,"because i had to, at a certain point, say, ""what am i doing out here?","because i'm here, i'm going to ask myself, ""what's a moment.""","i ask myself, because i ask myself, i'm going to ask myself, ""what's here.""",-2.064969879521513
938,"why am i doing this? what do i get out of it?""",why is this funny?,why is it going to be here?,5.997748620278481
939,we don't make money at these damn shows.,we don't get these tools.,we don't have to get these resources.,0.023045354637861948
940,we barely break even. there is no fame in it.,"and we're not just a couple of months, but it's a couple of months.","and we're not just a couple of months, but it's a couple of months.",0.0
941,"people sort of think i went away between ""titanic"" and ""avatar"" and was buffing my nails someplace, sitting at the beach.",and i think i'm going to get a journey on the journey of the journey of the continent that i think i'm going to get you've ever seen.,"and i think i'm not going to be able to get a place in the world, ""i think i think i'm going to get a place.",1.419664210204651
942,"made all these films, made all these documentary films for a very limited audience.","because all of movies, these movies are very small films, very small films, very small films.","all these movies are very small films, because the films of movies, very small films, very small films.",4.140282199882549
943,"no fame, no glory, no money. what are you doing?","""oh, what's wrong? no.","""what's a month? no.",-0.8200273708751169
944,"you're doing it for the task itself, for the challenge -- and the ocean is the most challenging environment there is -- for the thrill of discovery, and for that strange bond that happens when a small group of people form a tightly knit team.","well, the most important thing that i got the most important thing that i got to do is the most important thing that i've got to do, and the most important thing that is the most important thing that i've got to do is the most important thing.","well, this is the most important thing that i've got a group of people, and that've got a group of the most important thing that've got to do, and that's a group of people.",3.1567025989606883
945,"because we would do these things with 10, 12 people, working for years at a time, sometimes at sea for two, three months at a time.","and occasionally we do a couple of months, because we're doing this stuff that we're doing 10232323,000 people in the year.","because we're doing 15-year-old people in this stuff because we're doing 15-year-old, and we're doing 15-year-old, and we're doing 15-year-old people in this stuff.",-3.7469517120113736
946,"and in that bond, you realize that the most important thing is the respect that you have for them and that they have for you, that you've done a task that you can't explain to someone else.","and this is something that you can see, and that's the task that you're going to be the task that're afraid of the task, and that's what they're doing is that you're doing.","and that's the task that's the task that you've got to be the task of the task that you've learned, and this is something else that you've learned about.",-4.051584416788714
947,"creates a bond, creates a bond of respect.","and it's a complete chaos, and it's a complete chaos.","and it's a complete chaos, and it's a complete chaos.",0.0
948,"so, when i came back to make my next movie, which was ""avatar,"" i tried to apply that same principle of leadership, which is that you respect your team, and you earn their respect in return.","so when i tried to go to college, i tried to try to help you, ""i want to help you to help you.","so when i tried to go back to the next team, i tried to try to try to help you.",1.9022563173039284
949,and it really changed the dynamic.,and it's really not really unhappy.,and it's really not true.,-4.2899162296305136
950,"so, here i was again with a small team, in uncharted territory, doing ""avatar,"" coming up with new technology that didn't exist before.","and so, i was a little bit of the last time, i was not a little bit of the dawn of the book, ""the revolution.","and we're going to create a very small team of a very small project, and we're going to create a very small project.",2.5442128423970054
951,tremendously exciting.,it's a real exciting.,and it's a lot of.,-31.22443911968712
952,tremendously challenging.,it's a lot of.,"well, it's difficult.",2.45971463568923
953,"and we became a family, over a four-and-half year period.",we've got four years old.,and we've got a half years old.,10.364015854007034
954,and it completely changed how i do movies.,and it's not a way to be a way.,and it's not a way.,-0.37528002806273264
955,"so, people have commented on how, ""well, you know, you brought back the ocean organisms and put them on the planet of pandora.""","and people are the ocean, ""you know how the ocean, you know, the ocean, the ocean, i're talking about the ocean, and i've been able to the ocean.","and people like, ""you know how the ocean"" on the ocean surface of the ocean, you know, the ocean, the ocean, the ocean.",-0.5166148063927984
956,"to me, it was more of a fundamental way of doing business, the process itself, that changed as a result of that.",the result of this is that the way that i did this work on the way that i did.,this is the way that i had to do this work on the way that i had to do this.,-6.605451927310028
957,"so, what can we synthesize out of all this?",so what can we understand?,so what can we understand?,0.0
958,"you know, what are the lessons learned?",what is this?,what's the lessons from all of these lessons?,24.479698998485315
959,"well, i think number one is curiosity.","well, i think, first.","well, i think, i think, curiosity.",21.49892549978034
960,it's the most powerful thing you own.,it could be a human nature.,it can be a human nature.,-2.21203761405339
961,imagination is a force that can actually manifest a reality.,and the reality is actually useful for the real game.,and the reality is actually useful.,-2.082374169835095
962,and the respect of your team is more important than all the laurels in the world.,"and the most important thing about the world, is about the most important.",and the most important thing about the most important thing.,-7.69260075631923
963,"i have young filmmakers come up to me and say, ""give me some advice for doing this.""","and i'm going to do this, ""you know how to do it.""","and i'm going to tell you how to do this, ""i'm going to do it.""",1.0568616150773273
964,"and i say, ""don't put limitations on yourself.","he said, ""no, ""no, don't you't have to be a joke.""","and he said, ""no, ""no, don't worry.""",0.029766458226017534
965,"other people will do that for you -- don't do it to yourself, don't bet against yourself, and take risks.""","and he's not doing it, ""don't do it.""","and they don't do it, ""don't do it.""",2.775299408813355
966,"nasa has this phrase that they like: ""failure is not an option.""","i have a ""the-expowered quadruist"" -- not a single word.""","it's not a perfect, ""don't have a machine.""",0.10574645538843086
967,"but failure has to be an option in art and in exploration, because it's a leap of faith.",but it should be a great idea that we need to be a great deal with a great deal with a great deal with art.,"but it's a huge difference in art, and it should be the art.",2.949981732244453
968,and no important endeavor that required innovation was done without risk.,there's no evidence that are no way to do.,"there's no way to do, no innovation, no innovation.",9.623289282463118
969,you have to be willing to take those risks.,so you need to get your own risks.,so you've got to take yourself in your body.,0.79154836847853
970,"so, that's the thought i would leave you with, is that in whatever you're doing, failure is an option, but fear is not. thank you.","so, i want to share the idea that i want to do, but i want to do, ""that's not a choice.","and so, i want to share the idea that i want you to do, but i want to tell you, ""that're wrong.",1.0206519985663505
971,"if i can leave you with one big idea today, it's that the whole of the data in which we consume is greater that the sum of the parts, and instead of thinking about information overload, what i'd like you to think about is how we can use information so that patterns pop and we can see trends that would otherwise be invisible.","if you think about how we can think about the data, if you can're thinking about the data, and the data, we can't think about the data, and the data that the data that we can see how we can use the data, and the data that we can use the data that we can use the data, and the data that we can use the data that we can","if you're thinking about how we can be able to think about the data, if you're thinking about it's one of the data, we can think about the data, we can use the data that we can use the data, we can use the data that we can use the data that we can use the data, if we can't be able to use the data,",1.7066977139949024
972,so what we're looking at right here is a typical mortality chart organized by age.,what we see here is the right here is the right here is the right brain of the right here.,what we see here is the right here is the diagram of the diagram of the right here.,1.8665345264095308
973,this tool that i'm using here is a little experiment.,this is the experiment that i use this experiment.,here's a little experiment that i use this experiment.,14.095606134744607
974,"it's called pivot, and with pivot what i can do is i can choose to filter in one particular cause of deaths -- say, accidents.","i can't afford to be the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name, i","i can't afford the name of the name of the name of my mind, i can't afford the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name, i can's sandwich.",6.334474636670777
975,"and, right away, i see there's a different pattern that emerges.","and on the fence, there's a poet.","and i see that there's a mystery, and i see there's a mystery.",14.334216292584408
976,"this is because, in the mid-area here, people are at their most active, and over here they're at their most frail.","this is the most important region, because people are here in the region, and they're here in the area.","this is the most important region, because people have shown here in the area.",-10.679092717338758
977,"we can step back out again and then reorganize the data by cause of death, seeing that circulatory diseases and cancer are the usual suspects, but not for everyone.","and then we can see the most important point, but we can see the most important point, and then we can see the most important point, and then we can see the most important point, and then we can see the most important point.","and then we can see that data, we can't see that data, but then we can see the most effective data, and then we can see the most effective altogram alphabet.",3.8593008684629524
978,if we go ahead and we filter by age -- say 40 years or less -- we see that accidents are actually the greatest cause that people have to be worried about.,"if we see the biggest stunts, we've got to see that the biggest stunts why we've been doing it's why we've got to be a year.","if we look at 40 years, we've got to see that the biggest stunts why we've got to see if we've got to be more than 40 years old.",2.254301607554247
979,"and if you drill into that, it's especially the case for men.","and if we went to the most men, we went to do that.","and if we went out of that, we went to do that.",0.28536604187421233
980,"so you get the idea that viewing information, viewing data in this way, is a lot like swimming in a living information info-graphic.","so, in this way, we have a large data, we have a large data, and the information.","so, in this way, we have a large data, we have a big data collecting data.",-5.835453887965642
981,"and if we can do this for raw data, why not do it for content as well?","and if we can do this data, why can we do this data?","and if we can't do this data with this data, why can we do that?",-4.563261717554099
982,so what we have right here is the cover of every single sports illustrated ever produced.,"what we have here is the sports that we have here, you're all the qualities that we have.","what we have here is that we have here, and you're going to have the sports.",-0.14164614624449
983,it's all here; it's all on the web.,we have a network here. we have a network.,we have a network here. we have a network.,0.0
984,you can go back to your rooms and try this after my talk.,you can go to this experiment with this experiment with the experience.,you can go back to the experience of this experiment.,13.926815569447438
985,"with pivot, you can drill into a decade.",you can go back to the decade.,you can go back to a decade of a decade.,4.914405521025159
986,you can drill into a particular year.,you can go to certain.,you can go back to a year.,5.946540440690075
987,you can jump right into a specific issue.,you can see the issue of the issue.,you can see the issue of the issue.,0.0
